,WORLD_Momentum_20,WORLD_Momentum_100,WORLD_GARCH_vol,WORLD_returns,JPN_Momentum_20,JPN_Momentum_100,JPN_GARCH_vol,JPN_returns,EU_Momentum_20,EU_Momentum_100,EU_GARCH_vol,EU_returns,US_Momentum_20,US_Momentum_100,US_GARCH_vol,US_returns,Gold_Momentum_20,Gold_Momentum_40,Gold_GARCH_vol,Gold_FP_logit,Oil_Momentum_20,Oil_Momentum_40,Oil_GARCH_vol,EU_3M_yield,US_3M_yield,US_bonds_implied_vol,US_stock_implied_vol,EU_stock_implied_vol,JPN_stock_implied_vol,US_Credit_Spread,EU_PE,US_PE,JPN_PE
0,-0.0743642964182519,0.7771537497576922,-0.4744315124758394,-0.45750030296929467,-0.41769161979739194,0.4285997289002274,-0.37777616919918366,-0.7293417930810924,-0.5137851285198615,0.3733407542733315,0.029545717576900856,-0.1828603472766085,0.08704357688939796,0.5458324792805201,-0.5394724486452374,-0.6494655694887864,-1.0661834337195426,-1.1611417273143763,-0.35764999995499364,0.48750846519740904,-0.3595360904408237,0.2106771906676206,-0.5911572887300253,-0.6816543447280277,-0.3216677748241229,-1.0431205166446968,-0.7457602604613072,-0.6631799100519605,-0.6557314020061518,-0.2922298863682573,-0.33291110319085926,-0.3316157440182762,
1,0.7844600409243412,1.920261973801827,-0.221076084147556,0.5317305985380946,0.5307520778625383,1.8333840828006829,-0.4255622486409363,-0.17915745328009416,1.0396326919574925,,-0.23954746535368907,0.9060104990969572,0.7668909588474963,1.665499590972031,-0.29600349402303433,0.47067480744793366,0.5917370816196047,,-0.6768631866763263,-0.6982843712408561,0.17919011689672823,0.9414515448119889,-0.22167917984087235,-1.9926498117092264,-1.7019153891176224,0.1941301153669441,0.11636731543618878,0.2693108063179261,0.1133449938957433,0.18074611967749774,3.7892256556926154,1.300890139906312,3.358209370160464
2,0.1381987572474761,-2.5398660064073235,1.9631933432142201,-2.407922100262296,-1.3815412504850928,-1.83723586793681,0.8018794315935744,-1.0193987604622892,,-1.4334987833250816,3.399007064283028,-2.910826295705671,0.596885832747722,-2.5953985245040436,1.1724960501413402,-1.57005749539238,-0.23242543137802887,0.8764559771584343,-0.6739487549267295,-0.2475538777008302,2.7541097623348123,0.23249940275252273,2.28808990362985,-1.005319385247626,0.8542185519818458,0.2512476837091505,1.5658670170421383,1.1933176343296719,0.1280748722296508,1.1342006887445133,-0.1558816924235113,0.5407944172143196,-0.8178846389151335
3,0.3600381120863252,0.19126588416182527,-0.6970937468717706,0.06911249834269007,-0.47779073739242744,-0.6459346341302242,-1.1746647951696603,0.5687170476441776,0.12380254312015496,0.38475419480412804,-0.20045541466371253,0.13550229684601892,0.8236026365426369,0.4340532054574116,-0.7775324552796934,-0.16945913842986737,-1.0943509558906022,-0.46575275993224374,-0.01820670243351203,-0.3637645827682823,-0.14019953625880927,0.19113060204150728,-1.2092213632277982,2.9788318011723294,1.3430687951868348,-1.4843199635304536,-0.45179597579776737,-0.122709158630676,,-0.9933871564109951,-0.3069029402240724,-0.7562996447770934,-0.5286892469929644
4,0.9175436475968544,0.5393343371267953,-0.7205986828523174,0.18627533668247373,1.1872996997127687,1.0037469954123515,-1.1437547586392458,-0.1906463957867709,0.0804617274877206,0.1622759306065438,,-0.16349718405761224,1.1298712480132465,0.4552895788128272,-0.7304773501291997,0.4455340075958838,,0.635900997955104,-0.4400183333188136,0.06300268179371128,-0.7606456112930257,-1.5101617051068912,-0.3548071051132336,0.27008116343574623,3.3313859356555007,-1.6664689064875222,-1.3214410855255494,-1.137686061848699,-1.3984442364936,-1.0536249830987185,-0.040242277266514276,-1.0109025068528452,-0.6633807289768623
5,0.21975163409348014,1.025417781653663,-0.8281304800034442,-0.15391703123726275,0.14752659110006527,0.5099953327754194,-1.1255863946974038,0.28098831082475645,0.13460749457847487,1.2452860923688291,-0.7583514318245456,-0.24924268997017082,0.2651100912297315,0.7985903962294176,-0.87581070975932,-0.08727969554738842,-0.6608174997960413,-1.355926091644408,,-0.4508603990952288,0.1279009016503829,0.9191582188597441,-0.7724879543804641,-0.5004906050970359,0.5259257856548323,-2.470387192484367,-1.6227647308049715,-1.4075237220474928,-2.080233724743554,-2.340488182886816,-0.040211645545568026,-0.7496505851274824,-2.2874126714573095
6,-1.7062988924593534,-2.518778081084386,0.4808318686758432,0.5044066171556029,-1.9090800397449075,-1.6752537325206536,0.7842639371946601,-0.7597707553823838,-2.2690889191650774,-2.439856665889935,0.6240995702658989,-0.48930425573672415,-1.282883913658319,-3.1795572337008537,0.7462440302730391,1.125865302595894,0.9460376128727095,1.227950141816497,2.032302822218064,1.0338387407804746,-0.37265565642126547,-0.0651081492639942,4.550009813178717,-1.3081505016426167,-2.5797871329446536,1.8877227216587023,2.093535843230608,1.6901853943987073,2.231310092684244,2.957702399238912,-2.7673033858672187,-3.9205043344249546,-1.3502223475611028
7,0.7617289998470296,-0.5778564092351243,-0.6715615186528168,1.397369986179669,0.17662563055929562,-0.8535119442424907,2.0192801143712433,2.4282968981824697,0.49427552705168043,-0.3125892733981042,-0.5982191896094919,1.564641563440263,0.46432836920882486,-0.6522250782558723,-0.6702026903372789,0.29623641884235374,-0.09283749086132324,0.504111404310681,0.7240719336682963,-0.3967869302244994,0.19477175061834784,2.012203431926776,0.49792571716324774,,3.286300947872286,-0.3543311624381476,-0.6869907455288847,-0.6302876800910883,0.4912899275171312,0.5203931040784555,-0.37527610639116254,1.3796237019133648,-1.5438813668879483
8,-0.8039093596156227,0.28279210171501573,-0.11260738374601652,-1.5744634875826795,-2.7139958380192954,-0.5453493270804772,2.6873697538360912,-5.3034639609888625,-0.5049317196489842,0.04875616496634439,-0.112585496411037,-1.156664038750401,-0.6217942901188958,0.5996472451162181,-0.40604676547788704,-0.654904350497414,0.47741752797467096,0.19808944127428524,-0.6333152053950332,-0.8289534130090777,1.4207166876509205,0.4312699068233322,-0.6280120736359968,-0.7895186834004219,-0.7486279920098778,-0.649625185893203,-0.2067186247209862,0.24337962607465308,3.871131850215435,-0.4508821739319678,-0.4175264414829215,-0.19882932092823294,-0.32224180265439106
9,0.30733454600191285,0.34627129080003477,-0.6637021949527429,,-0.4230119240365729,0.8622407494348704,1.7419055549685385,-0.679932550263046,1.0165100398579785,0.5726413916342558,-0.8904645910713733,0.7728515639709903,0.055420870664308,0.40295092225025014,-0.6528991780027358,0.31656849012892235,0.5179908925569886,-1.3109761107905646,0.591066385829971,-0.45643910317427233,-0.40948801842438115,0.722891554996819,,-1.2448067003865497,-1.1426303797973973,-0.4884520663276223,-1.2363488011131494,-1.1814717135580484,0.4184036973528233,-0.7867978623257443,0.9199067365644548,0.0037727980028178162,-0.31816832427127495
